gtin,url,product_name,price,description,error
5011408064858,https://www.tesco.com/groceries/en-GB/products/250037741,L'Oreal Paris Excellence Creme 9 Natural Light Blonde Permanent Hair Dye,10,L'Oreal Paris Excellence Creme 9 Natural Light Blonde Permanent Hair Dye,
3600522416906,https://www.tesco.com/groceries/en-GB/products/278170118,L'oreal Paris Revitalift Day Cream Spf30 50Ml,15,L'oreal Paris Revitalift Day Cream Spf30 50Ml. Anti-wrinkle & firming formula . Enriched with Pro-retinol A & Elasti-Flex. Advanced UVA protection,
3600524025540,https://www.tesco.com/groceries/en-GB/products/311226632,L'oreal Paris Revitalift Filler Eye Serum 20Ml,25,"L'OR/P REVLFT FILLER EYE SERUM 20ML . ©2020 Nielsen data, value sales, year to date w/e 11.07.21. For verification https://loreal-paris.co.uk/serumno1",
5011408065022,https://www.tesco.com/groceries/en-GB/products/250172735,L'Oreal Paris Excellence Creme 10 Natural Baby Blonde Permanent Hair Dye,10,L'Oreal Paris Excellence Creme 10 Natural Baby Blonde Permanent Hair Dye,
3600524122645,https://www.tesco.com/groceries/en-GB/products/316059476,L'Oreal Paris Bright Reveal UV Fluid SPF50 50ml,30,L'Oreal Paris Bright Reveal UV Fluid SPF50 50ml,
3600523448746,https://www.tesco.com/groceries/en-GB/products/297631410,L'oreal Paris Revitalift Laser Renew Cream Spf25 50Ml,30,L'oreal Paris Revitalift Laser Renew Cream Spf25 50Ml,
3600522230359,https://www.tesco.com/groceries/en-GB/products/274080381,L'Oreal Paris Elnett Shine Strong Hold 200ml,3.75,L'Oreal Paris Elnett Shine Strong Hold 200ml,
3600523999477,https://www.tesco.com/groceries/en-GB/products/311213440,L'Oreal Paris Excellence Universal Nudes 6U Dark Blonde Permanent Hair Dye,11,L'OREAL PARIS EXCEL UNIVERSAL NUDES DK BLONDE,
3600524069759,https://www.tesco.com/groceries/en-GB/products/313731860,Lor/P Revitalift Pure 12% Vitamin C Serum 30Ml,16,Lor/P Revitalift Pure 12% Vitamin C Serum 30Ml,
3600523718269,https://www.tesco.com/groceries/en-GB/products/303675590,L’Oreal Men Expert Hydra. Energetic Face Wash 100Ml,4.5,L’Oreal Men Expert Hydra. Energetic Face Wash 100Ml,
3600523183494,https://www.tesco.com/groceries/en-GB/products/291301470,L'oreal Paris Wrinkle Expert Collagen Day Cream 50Ml,5,L'oreal Paris Wrinkle Expert Collagen Day Cream 50Ml,
3600523881611,https://www.tesco.com/groceries/en-GB/products/308103914,L'oreal Men Expert Total Clean Shower Gel 400Ml,2.25,L'OREAL MEN XPRT TOTAL CLEAN SHWR GEL 400ML,
5011408065015,https://www.tesco.com/groceries/en-GB/products/250037326,L'Oreal Paris Excellence Creme 3 Natural Darkest Brown Permanent Hair Dye,10,L'Oreal Paris Excellence Creme 3 Natural Darkest Brown Permanent Hair Dye,
3600524043476,https://www.tesco.com/groceries/en-GB/products/313756600,L'Oreal Paris Magic Retouch Permanent 3 Darkest Brown,10,L'OREAL MAGIC RETOUCH PERM 3 DARKEST BROWN,
3600524053819,https://www.tesco.com/groceries/en-GB/products/314408257,L'Oreal Paris Casting Natural Gloss 223 Espresso Darkest Brown Semi-Permanent Hair Dye,11,L'Oreal Paris Casting Natural Gloss 223 Espresso Darkest Brown Semi-Permanent Hair Dye,
5011408064933,https://www.tesco.com/groceries/en-GB/products/250037522,L'Oreal Paris Excellence Creme 6 Natural Light Brown Permanent Hair Dye,10,L'Oreal Paris Excellence Creme 6 Natural Light Brown Permanent Hair Dye,
3600522107941,https://www.tesco.com/groceries/en-GB/products/272483535,L’Oreal Men Expert Roll-On Carbon Protect Deodorant 50Ml,2.35,"L’Oreal Men Expert Roll-On Carbon Protect Deodorant 50Ml. The power of Carbon Protect anti-perspirant roll-on deodorant . Fights against odour, white & yellow marks & protects against sweat. 50ml of 48-hour Total Protection ",
3600524078263,https://www.tesco.com/groceries/en-GB/products/313601634,L'oreal Elvive Hydra Hyaluronic Wonder Water Conditioner 200ml,6,L'oreal Elvive Hydra Hyaluronic Wonder Water Conditioner 200ml,
3600523192700,https://www.tesco.com/groceries/en-GB/products/291570478,L'Oreal Paris Magic Retouch Instant Root Concealer Spray Brown 75ml,7,L'Oreal Paris Magic Retouch Instant Root Concealer Spray Brown 75ml,
3600524073817,https://www.tesco.com/groceries/en-GB/products/313730106,L'oreal Men Expert Power Age Revitalising 24 Hour Moisturiser 50Ml,12,L'oreal Men Expert Power Age Revitalising 24 Hour Moisturiser 50Ml,
3600521719596,https://www.tesco.com/groceries/en-GB/products/265317888,L'oreal Paris Triple Active Day Cream Moisturiser 50Ml,4.5,"L'oreal Paris Triple Active Day Cream Moisturiser 50Ml. Revitalise & protect skin for an improved ability to retain water. Enriched with ceramide, Vitamin E & UV filters. Rich, non-greasy formula melts into skin for combination skin",
3600524043674,https://www.tesco.com/groceries/en-GB/products/314408997,L'Oreal Paris Magic Retouch Permanent 5 Brown,10,L'OREAL MAGIC RETOUCH PRMT 5 BROWN,
3600523192717,https://www.tesco.com/groceries/en-GB/products/291570530,L'Oreal Paris Magic Retouch Instant Root Concealer Spray Dark Blonde 75ml,7,L'Oreal Paris Magic Retouch Instant Root Concealer Spray Dark Blonde 75ml,
5011408019094,https://www.tesco.com/groceries/en-GB/products/258198491,L'Oreal Paris Preference 8 California Light Blonde Permanent Hair Dye,12,L'Oreal Paris Preference 8 California Light Blonde Permanent Hair Dye,
3600523881666,https://www.tesco.com/groceries/en-GB/products/308098907,L’Oreal Men Expert Hydra. Energetic Shower Gel 400Ml,2.25,L’Oreal Men Expert Hydra. Energetic Shower Gel 400Ml,
3600523526130,https://www.tesco.com/groceries/en-GB/products/299154020,L’Oreal Men Expert Barberclub Beard & Face Wash 200Ml,7.5,L’Oreal Men Expert Barberclub Beard & Face Wash 200Ml,
3600523183500,https://www.tesco.com/groceries/en-GB/products/291301907,L'oreal Paris Wrinkle Expert 55+ Calcium Day Cream 50Ml,5,L'oreal Paris Wrinkle Expert 55+ Calcium Day Cream 50Ml,
3600523942015,https://www.tesco.com/groceries/en-GB/products/311215904,L'Oreal Paris Excellence Cool 7.11 Ultra Ash Blonde,10,L'OREAL PARIS EXCEL COOL ULTRA ASH BLONDE,
3600523965861,https://www.tesco.com/groceries/en-GB/products/310162011,,,,No Product data found in the response
5011408064964,https://www.tesco.com/groceries/en-GB/products/250037833,L'Oreal Paris Excellence Creme 5.3 Natural Golden Brown Permanent Hair Dye,10,L'Oreal Paris Excellence Creme 5.3 Natural Golden Brown Permanent Hair Dye,
5011408064957,https://www.tesco.com/groceries/en-GB/products/251041590,L'Oreal Paris Excellence Creme 5.5 Natural Mahogany Brown Permanent Hair Dye,10,L'Oreal Paris Excellence Creme 5.5 Natural Mahogany Brown Permanent Hair Dye,
3600523947539,https://www.tesco.com/groceries/en-GB/products/311426879,L'Oreal Paris Preference Cool Blondes 7.1 Iceland Permanent Hair Dye,12,L'OREAL PARIS PREFERENCE COOL BLONDES ICELAND,
3600523183517,https://www.tesco.com/groceries/en-GB/products/291302342,L'oreal Paris Wrinkle Expert 45+ Day Cream 50Ml,5,L'oreal Paris Wrinkle Expert 45+ Day Cream 50Ml,
3600523428038,https://www.tesco.com/groceries/en-GB/products/305252183,L'oreal Paris Wrinkle Expert 65+ Day Cream 50Ml,5,L'oreal Paris Wrinkle Expert 65+ Day Cream 50Ml,
3600524053772,https://www.tesco.com/groceries/en-GB/products/314430759,L'Oreal Paris Casting Natural Gloss 823 Latte Light Blonde Semi-Permanent Hair Dye,11,L'Oreal Paris Casting Natural Gloss 823 Latte Light Blonde Semi-Permanent Hair Dye,
5011408000252,https://www.tesco.com/groceries/en-GB/products/293465208,L'Oreal Paris Preference 9.1 Oslo Viking Light Ash Blonde Permanent Hair Dye,12,L'Oreal Paris Preference 9.1 Oslo Viking Light Ash Blonde Permanent Hair Dye,
3600520987750,https://www.tesco.com/groceries/en-GB/products/266381929,L'Oreal Paris Casting Creme Gloss 515 Chocolate Truffle Brown Semi-Permanent Hair Dye,10,"L'Oreal Paris Casting Creme Gloss 515 Chocolate Truffle Brown Semi-Permanent Hair Dye. Conditioning colour with no ammonia. Lasts up to 28 shampoos. For all types of hair. Suitable for use on natural, coloured or highlighted",
3600523999521,https://www.tesco.com/groceries/en-GB/products/313945630,L'Oreal Paris Excellence Nudes Universal 10U Lightest Blonde Permanent Hair Dye,11,L'Or Excl Nudes 10U Ltst Blonde Prmt Hair Dye,
3600523999514,https://www.tesco.com/groceries/en-GB/products/311449126,L'Oreal Paris Excellence Universal Nudes 9U Very Light Blonde Permanent Hair Dye,11,L'Or Paris Excl Universal Nudes 9U Very Lght Bld,
