url,product_name,price,description,error
https://www.tesco.com/groceries/en-GB/products/313855293,L'Oreal Paris Preference Core 1 Napoli Permanent Hair Dye,12.0,L'Oreal Paris Preference Core 1 Napoli Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/305045139,L'oreal Paris Wrinkle Expert 65+ Night Cream 50Ml,5.0,L'oreal Paris Wrinkle Expert 65+ Night Cream 50Ml,
https://www.tesco.com/groceries/en-GB/products/252223293,L'oreal Paris Age Perfect Refreshing Toner 200Ml,2.5,L'oreal Paris Age Perfect Refreshing Toner 200Ml. Smoothing and anti-fatigue. Enriched with vitamin C. For mature skin,
https://www.tesco.com/groceries/en-GB/products/260994191,L'Oreal Paris Casting Creme Gloss 200 Ebony Black Semi-Permanent Hair Dye,10.0,"L'Oreal Paris Casting Creme Gloss 200 Ebony Black Semi-Permanent Hair Dye. Conditioning colour with no ammonia. Lasts up to 28 shampoos. For all types of hair. Suitable for use on natural, coloured or highlighted",
https://www.tesco.com/groceries/en-GB/products/311675290,L'oreal Paris Revlft Filler Anti-Aging Cream Spf 50 50Ml,25.0,L'oreal Paris Revlft Filler Anti-Aging Cream Spf 50 50Ml,
https://www.tesco.com/groceries/en-GB/products/292905094,L'oreal Revitalift Core White Serum 30Ml,15.0,L'oreal Revitalift Core White Serum 30Ml,
https://www.tesco.com/groceries/en-GB/products/308462056,L'oreal Men Expert Body Hair & Beard Wash 400Ml,2.25,L'OREAL MEN XPRT BODY HAIR & BEARD WASH 400ML ,
https://www.tesco.com/groceries/en-GB/products/252606451,L'oreal Paris Age Perfect Cleansing Wipes 25,2.5,L'oreal Paris Age Perfect Cleansing Wipes 25. Smoothing and anti-fatigue. Enriched with Pro-Calcium and Sweet Almond Oil. For mature skin,
https://www.tesco.com/groceries/en-GB/products/252076316,L'oreal Paris Revitalift Night Cream 50Ml,15.0,L'oreal Paris Revitalift Night Cream 50Ml. 50ml size. For skin type: All Skin Types. Face Cream,
https://www.tesco.com/groceries/en-GB/products/314312387,L'Oreal Paris Casting Natural Gloss 523 Hazelnut Light Brown Semi-Permanent Hair Dye,11.0,L'Oreal Paris Casting Natural Gloss 523 Hazelnut Light Brown Semi-Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/250037574,L'Oreal Paris Excellence Creme 7 Natural Dark Blonde Permanent Hair Dye,10.0,L'Oreal Paris Excellence Creme 7 Natural Dark Blonde Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/255317235,L'Oreal Paris Preference 7.3 Florida Golden Blonde Permanent Hair Dye,12.0,L'Oreal Paris Preference 7.3 Florida Golden Blonde Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/311202277,L'Oreal Paris Preference Vivids 10.11 Silver Grey Permanent Hair Dye,9.0,L'OREAL PARIS PREFERENCE SILVER GREY ,
https://www.tesco.com/groceries/en-GB/products/266124878,L’Oreal Men Expert Hydrating Energetic Eye Roll On 10ml,10.5,L’Oreal Men Expert Hydrating Energetic Eye Roll On 10ml,
https://www.tesco.com/groceries/en-GB/products/310166479,,,,No Product data found in the response
https://www.tesco.com/groceries/en-GB/products/295316930,L'oreal Fine Flowers Cleansing Wipes Dry Sensitive 25S,2.5,L'oreal Fine Flowers Cleansing Wipes Dry Sensitive 25S,
